"","title","author","subject","abstract","meta"
"70","Reel Life vs. Real Life: How Software Developers Share Their Daily Life through Vlogs","Souti Chattopadhyay, Thomas Zimmermann, Denae Ford","Software Engineering (cs.SE)","Software developers are turning to vlogs (video blogs) to share what a day is like to walk in their shoes. Through these vlogs developers share a rich perspective of their technical work as well their personal lives. However, does the type of activities portrayed in vlogs differ from activities developers in the industry perform? Would developers at a software company prefer to show activities to different extents if they were asked to share about their day through vlogs? To answer these questions, we analyzed 130 vlogs by software developers on YouTube and conducted a survey with 335 software developers at a large software company. We found that although vlogs present traditional development activities such as coding and code peripheral activities (11%), they also prominently feature wellness and lifestyle related activities (47.3%) that have not been reflected in previous software engineering literature. We also found that developers at the software company were inclined to share more non-coding tasks (e.g., personal projects, time spent with family and friends, and health) when asked to create a mock-up vlog to promote diversity. These findings demonstrate a shift in our understanding of how software developers are spending their time and find valuable to share publicly. We discuss how vlogs provide a more complete perspective of software development work and serve as a valuable source of data for empirical research.","Wed, 14 Jul 2021 22:16:53 UTC (764 KB)[v2] Tue, 27 Jul 2021 16:56:46 UTC (1,534 KB)"
"71","Measurements of the Hubble Constant: Tensions in Perspective","Wendy L. Freedman","Cosmology and Nongalactic Astrophysics (astro-ph.CO)","Measurement of the distances to nearby galaxies have improved rapidly in recent decades. The ever-present challenge is to reduce systematic effects, especially as greater distances are probed, and the uncertainties become larger. In this paper, we combine several recent calibrations of the Tip of the Red Giant Branch (TRGB) method. These calibrations are internally self-consistent at the 1% level. New Gaia Early Data Release 3 (EDR3) data provide an additional consistency check, at a (lower) 5% level of accuracy, a result of the well-documented Gaia angular covariance bias. The updated TRGB calibration applied to a distant sample of Type Ia supernovae from the Carnegie Supernova Project results in a value of the Hubble constant of Ho = 69.8 $\pm$ 0.6 (stat) $\pm$ 1.6 (sys) km/s/Mpc. No statistically significant difference is found between the value of Ho based on the TRGB and that determined from measurements of the cosmic microwave background. The TRGB results are also consistent to within 2$\sigma$ with the SHoES and Spitzer plus HST Key Project Cepheid calibrations. The TRGB results alone do not demand additional new physics beyond the standard Lambda-CDM cosmological model. They have the advantage of simplicity of the underlying physics (the core He flash) and small systematic uncertainties (from extinction, metallicity and crowding). Finally, the strengths and weaknesses of both the TRGB and Cepheids are reviewed, and prospects for addressing the current discrepancy with future Gaia, HST and JWST observations are discussed. Resolving this discrepancy is essential for ascertaining if the claimed tension in Ho between the locally-measured and the CMB-inferred value is physically motivated.","Tue, 29 Jun 2021 18:09:57 UTC (3,450 KB)"
"72","Cosmic expansion parametrization: Implication for curvature and $\text{H}_{0}$ tension","Bikash R. Dinda","Cosmology and Nongalactic Astrophysics (astro-ph.CO)","We propose an analytical parametrization of the comoving distance and Hubble parameter to study the cosmic expansion history beyond the vanilla $\Lambda$CDM model. The parametrization is generalized enough to include the contribution of spatial curvature and to capture the higher redshift behaviors. With this parameterization, we study the late time cosmic behavior and put constraints on the cosmological parameters like present values of Hubble parameter ($H_{0}$), matter energy density parameter ($\Omega_{m0}$), spatial curvature energy density parameter ($\Omega_{k0}$) and baryonic matter energy density parameter ($\Omega_{b0}$) using different combinations data like CMB (Cosmic microwave background), BAO (baryon acoustic oscillation), and SN (Pantheon sample for type Ia supernovae). We also rigorously study the Hubble tension in the framework of late time modification from the standard $\Lambda$CDM model. We find that the late time modification of the cosmic expansion can solve the Hubble tension between CMB $\&$ SHOES (local distance ladder observation for $H_{0}$), between CMB+BAO $\&$ SHOES and between CMB+SN $\&$ SHOES, but the late time modification can not solve the Hubble tension between CMB+BAO+SN and SHOES. That means CMB, BAO, and SN data combined put strong enough constraints on $H_{0}$ (even with varying $\Omega_{k0}$) and on other background cosmological parameters so that the addition of $H_{0}$ prior from SHOES (or from similar other local distance observations) can not significantly pull the $H_{0}$ value towards the corresponding SHOES value.","Sat, 5 Jun 2021 21:07:40 UTC (1,664 KB)[v2] Mon, 7 Feb 2022 19:57:09 UTC (2,448 KB)"
"73","Natural Inflation After Planck 2018","Nina K. Stein, William H. Kinney (Univ. at Buffalo, SUNY)","Cosmology and Nongalactic Astrophysics (astro-ph.CO)","We calculate high-precision constraints on Natural Inflation relative to current observational constraints from Planck 2018 + BICEP/Keck(BK15) Polarization + BAO on $r$ and $n_S$, including post-inflationary history of the universe. We find that, for conventional post-inflationary dynamics, Natural Inflation with a cosine potential is disfavored at greater than 95\% confidence out by current data. If we assume protracted reheating characterized by $\overline{w}>1/3,$ Natural Inflation can be brought into agreement with current observational constraints. However, bringing unmodified Natural Inflation into the 68\% confidence region requires values of $T_{\mathrm{re}}$ below the scale of electroweak symmetry breaking. The addition of a SHOES prior on the Hubble Constant $H_0$ only worsens the fit.","Thu, 3 Jun 2021 19:12:41 UTC (106 KB)[v2] Mon, 14 Jun 2021 15:39:22 UTC (106 KB)"
"74","Independent Prototype Propagation for Zero-Shot Compositionality","Frank Ruis, Gertjan Burghouts, Doina Bucur","Computer Vision and Pattern Recognition (cs.CV)","Humans are good at compositional zero-shot reasoning; someone who has never seen a zebra before could nevertheless recognize one when we tell them it looks like a horse with black and white stripes. Machine learning systems, on the other hand, usually leverage spurious correlations in the training data, and while such correlations can help recognize objects in context, they hurt generalization. To be able to deal with underspecified datasets while still leveraging contextual clues during classification, we propose ProtoProp, a novel prototype propagation graph method. First we learn prototypical representations of objects (e.g., zebra) that are conditionally independent w.r.t. their attribute labels (e.g., stripes) and vice versa. Next we propagate the independent prototypes through a compositional graph, to learn compositional prototypes of novel attribute-object combinations that reflect the dependencies of the target distribution. The method does not rely on any external data, such as class hierarchy graphs or pretrained word embeddings. We evaluate our approach on AO-Clever, a synthetic and strongly visual dataset with clean labels, and UT-Zappos, a noisy real-world dataset of fine-grained shoe types. We show that in the generalized compositional zero-shot setting we outperform state-of-the-art results, and through ablations we show the importance of each part of the method and their contribution to the final results.","Tue, 1 Jun 2021 08:24:09 UTC (313 KB)[v2] Sat, 12 Jun 2021 15:26:47 UTC (313 KB)"
"75","Cosmological Analysis using Panstarrs data: Hubble Constant and Direction Dependence","Rahul Kumar Thakur, Meghendra Singh, Shashikant Gupta, Rahul Nigam","Cosmology and Nongalactic Astrophysics (astro-ph.CO)","Hubble tension and the search for preferred direction are two crucial unresolved issues in modern cosmology. Different measurements of the Hubble constant provide significantly different values, and this is known as the Hubble tension. The cosmological principle assumes that the universe is homogeneous and isotropic; however, deviations from the isotropy have often been observed. We apply the Bayesian tools and the Extreme Value theory dependent statistic to address the above issues. These techniques have been applied to the Panstarrs1 type Ia supernovae data. Our analysis for Hubble constant does not reject the Hubble tension. However, our value is smaller than that of the SHoES program and agrees with the CCHP value. Extreme value theory-based analysis indicates that the data does not show direction dependence. As a byproduct of our technique, we show that the errors in the data are non-Gaussian in nature.","Sun, 30 May 2021 11:57:56 UTC (99 KB)"
"76","Diversifying Multi-aspect Search Results Using Simpson's Diversity Index","Jianghong Zhou, Eugene Agichtein, Surya Kallumadi","Information Retrieval (cs.IR)","In search and recommendation, diversifying the multi-aspect search results could help with reducing redundancy, and promoting results that might not be shown otherwise. Many previous methods have been proposed for this task. However, previous methods do not explicitly consider the uniformity of the number of the items' classes, or evenness, which could degrade the search and recommendation quality. To address this problem, we introduce a novel method by adapting the Simpson's Diversity Index from biology, which enables a more effective and efficient quadratic search result diversification algorithm. We also extend the method to balance the diversity between multiple aspects through weighted factors and further improve computational complexity by developing a fast approximation algorithm. We demonstrate the feasibility of the proposed method using the openly available Kaggle shoes competition dataset. Our experimental results show that our approach outperforms previous state of the art diversification methods, while reducing computational complexity.","Fri, 21 May 2021 00:53:18 UTC (1,462 KB)"
"77","Random generators of Markovian evolution: A quantum-classical transition by superdecoherence","W. Tarnowski, I. Yusipov, T. Laptyeva, S. Denisov, D. Chruściński, K. Życzkowski","Statistical Mechanics (cond-mat.stat-mech)","Continuous-time Markovian evolution appears to be manifestly different in classical and quantum worlds. We consider ensembles of random generators of $N$-dimensional Markovian evolution, quantum and classical ones, and evaluate their universal spectral properties. We then show how the two types of generators can be related by superdecoherence. In analogy with the mechanism of decoherence, which transforms a quantum state into a classical one, superdecoherence can be used to transform a Lindblad operator (generator of quantum evolution) into a Kolmogorov operator (generator of classical evolution). We inspect spectra of random Lindblad operators undergoing superdecoherence and demonstrate that, in the limit of complete superdecoherence, the resulting operators exhibit spectral density typical to random Kolmogorov operators. By gradually increasing strength of superdecoherence, we observe a sharp quantum-to-classical transition. Furthermore, we define an inverse procedure of supercoherification that is a generalization of the scheme used to construct a quantum state out of a classical one. Finally, we study microscopic correlation between neighbouring eigenvalues through the complex spacing ratios and observe the horse-shoe distribution, emblematic of the Ginibre universality class, for both types of random generators. Remarkably, it survives superdecoherence and supercoherification.","Wed, 5 May 2021 23:35:47 UTC (5,423 KB)[v2] Tue, 8 Jun 2021 11:50:48 UTC (6,540 KB)"
"78","Coarse-to-Fine Searching for Efficient Generative Adversarial Networks","Jiahao Wang, Han Shu, Weihao Xia, Yujiu Yang, Yunhe Wang","Computer Vision and Pattern Recognition (cs.CV)","This paper studies the neural architecture search (NAS) problem for developing efficient generator networks. Compared with deep models for visual recognition tasks, generative adversarial network (GAN) are usually designed to conduct various complex image generation. We first discover an intact search space of generator networks including three dimensionalities, i.e., path, operator, channel for fully excavating the network performance. To reduce the huge search cost, we explore a coarse-to-fine search strategy which divides the overall search process into three sub-optimization problems accordingly. In addition, a fair supernet training approach is utilized to ensure that all sub-networks can be updated fairly and stably. Experiments results on benchmarks show that we can provide generator networks with better image quality and lower computational costs over the state-of-the-art methods. For example, with our method, it takes only about 8 GPU hours on the entire edges-to-shoes dataset to get a 2.56 MB model with a 24.13 FID score and 10 GPU hours on the entire Urban100 dataset to get a 1.49 MB model with a 24.94 PSNR score.","Mon, 19 Apr 2021 11:46:20 UTC (10,033 KB)"
"79","Influence of advanced footwear technology on sub-2 hour marathon and other top running performances","Andreu Arderiu, Raphaël de Fondeville","Applications (stat.AP)","In 2019, Eliud Kipchoge ran a sub-two hour marathon wearing Nike's Alphafly shoes. Despite being the fastest marathon time ever recorded, it wasn't officially recognized as race conditions were tightly controlled to maximize his success. Besides, Kipchoge's use of Alphafly shoes was controversial, with some experts claiming that they might have provided an unfair competitive advantage. In this work, we assess the potential influence of advanced footwear technology and the likelihood of a sub-two hour marathon in official races, by studying the evolution of running top performances from 2001 to 2019 for long distances ranging from 10km to marathon. The analysis is performed using extreme value theory, a field of statistics dealing with analysis of rare events. We find a significant evidence of performance-enhancement effect with a 10% increase of the probability that a new world record for marathon-men discipline is set in 2021. However, results suggest that achieving a sub-two hour marathon in an official race in 2021 is still very unlikely, and exceeds 10% probability only by 2025.","Sat, 17 Apr 2021 10:42:43 UTC (1,479 KB)[v2] Wed, 2 Mar 2022 08:24:03 UTC (2,244 KB)"
"80","Look at my new blue force-sensing shoes!","Yuanfeng Han, Ruixin Li, Gregory S. Chirikjian","Robotics (cs.RO)","To function autonomously in the physical world, humanoid robots need high-fidelity sensing systems, especially for forces that cannot be easily modeled. Modeling forces in robot feet is particularly challenging due to static indeterminacy, thereby requiring direct sensing. Unfortunately, resolving forces in the feet of some smaller-sized humanoids is limited both by the quality of sensors and the current algorithms used to interpret the data. This paper presents light-weight, low-cost and open-source force-sensing shoes to improve force measurement for popular smaller-sized humanoid robots, and a method for calibrating the shoes. The shoes measure center of pressure (CoP) and normal ground reaction force (GRF). The calibration method enables each individual shoe to reach high measurement precision by applying known forces at different locations of the shoe and using a regularized least squares optimization to interpret sensor outputs. A NAO robot is used as our experimental platform. Experiments are conducted to compare the measurement performance between the shoes and the robot's factory-installed force-sensing resistors (FSRs), and to evaluate the calibration method over these two sensing modules. Experimental results show that the shoes significantly improve CoP and GRF measurement precision compared to the robot's built-in FSRs. Moreover, the developed calibration method improves the measurement performance for both our shoes and the built-in FSRs.","Wed, 14 Apr 2021 04:11:17 UTC (3,796 KB)"
"81","Put Chatbot into Its Interlocutor's Shoes: New Framework to Learn Chatbot Responding with Intention","Hsuan Su, Jiun-Hao Jhan, Fan-yun Sun, Saurav Sahay, Hung-yi Lee","Computation and Language (cs.CL)","Most chatbot literature that focuses on improving the fluency and coherence of a chatbot, is dedicated to making chatbots more human-like. However, very little work delves into what really separates humans from chatbots -- humans intrinsically understand the effect their responses have on the interlocutor and often respond with an intention such as proposing an optimistic view to make the interlocutor feel better. This paper proposes an innovative framework to train chatbots to possess human-like intentions. Our framework includes a guiding chatbot and an interlocutor model that plays the role of humans. The guiding chatbot is assigned an intention and learns to induce the interlocutor to reply with responses matching the intention, for example, long responses, joyful responses, responses with specific words, etc. We examined our framework using three experimental setups and evaluated the guiding chatbot with four different metrics to demonstrate flexibility and performance advantages. Additionally, we performed trials with human interlocutors to substantiate the guiding chatbot's effectiveness in influencing the responses of humans to a certain extent. Code will be made available to the public.","Tue, 30 Mar 2021 15:24:37 UTC (3,356 KB)[v2] Wed, 31 Mar 2021 17:39:23 UTC (3,356 KB)[v3] Thu, 1 Apr 2021 03:42:16 UTC (3,356 KB)[v4] Mon, 12 Apr 2021 15:58:42 UTC (3,540 KB)[v5] Fri, 23 Apr 2021 14:45:14 UTC (3,540 KB)"
"82","Learning Domain Invariant Representations for Generalizable Person Re-Identification","Yi-Fan Zhang, Zhang Zhang, Da Li, Zhen Jia, Liang Wang, Tieniu Tan","Computer Vision and Pattern Recognition (cs.CV)","Generalizable person Re-Identification (ReID) has attracted growing attention in recent computer vision community. In this work, we construct a structural causal model among identity labels, identity-specific factors (clothes/shoes color etc), and domain-specific factors (background, viewpoints etc). According to the causal analysis, we propose a novel Domain Invariant Representation Learning for generalizable person Re-Identification (DIR-ReID) framework. Specifically, we first propose to disentangle the identity-specific and domain-specific feature spaces, based on which we propose an effective algorithmic implementation for backdoor adjustment, essentially serving as a causal intervention towards the SCM. Extensive experiments have been conducted, showing that DIR-ReID outperforms state-of-the-art methods on large-scale domain generalization ReID benchmarks.","Mon, 29 Mar 2021 18:59:48 UTC (876 KB)[v2] Mon, 5 Jul 2021 08:58:04 UTC (983 KB)[v3] Tue, 11 Jan 2022 20:20:54 UTC (985 KB)[v4] Sat, 17 Dec 2022 05:17:13 UTC (3,782 KB)"
"83","Product semantics translation from brain activity via adversarial learning","Pan Wang, Zhifeng Gong, Shuo Wang, Hao Dong, Jialu Fan, Ling Li, Peter Childs, Yike Guo","Multimedia (cs.MM)","A small change of design semantics may affect a user's satisfaction with a product. To modify a design semantic of a given product from personalised brain activity via adversarial learning, in this work, we propose a deep generative transformation model to modify product semantics from the brain signal. We attempt to accomplish such synthesis: 1) synthesising the product image with new features corresponding to EEG signal; 2) maintaining the other image features that irrelevant to EEG signal. We leverage the idea of StarGAN and the model is designed to synthesise products with preferred design semantics (colour & shape) via adversarial learning from brain activity, and is applied with a case study to generate shoes with different design semantics from recorded EEG signals. To verify our proposed cognitive transformation model, a case study has been presented. The results work as a proof-of-concept that our framework has the potential to synthesis product semantic from brain activity.","Mon, 29 Mar 2021 13:27:30 UTC (2,260 KB)"
"84","FoamFactor: Hydrogel-Foam Composite with Tunable Stiffness and Compressibility","Humphrey Yang, Zeyu Yan, Danli Luo, Lining Yao","Human-Computer Interaction (cs.HC)","This paper presents FoamFactor, a novel material with tunable stiffness and compressibility between hydration states, and a tailored pipeline to design and fabricate artifacts consisting of it. This technique compounds hydrogel with open-cell foams via additive manufacturing to produce a water-responsive composite material. Enabled by the large volumetric changes of hydrogel dispersions, the material is soft and compressible when dehydrated and becomes stiffer and rather incompressible when hydrated. Leveraging this material property transition, we explore its design space in various aspects pertaining to the transition of hydration states, including multi-functional shoes, amphibious cars, mechanical transmission systems, and self-deploying robotic grippers.","Tue, 23 Mar 2021 15:56:27 UTC (1,027 KB)"
"85","Estimating Lower Body Kinematics using a Lie Group Constrained Extended Kalman Filter and Reduced IMU Count","Luke Wicent Sy, Nigel H. Lovell, Stephen J. Redmond","Robotics (cs.RO)","Goal: This paper presents an algorithm for estimating pelvis, thigh, shank, and foot kinematics during walking using only two or three wearable inertial sensors. Methods: The algorithm makes novel use of a Lie-group-based extended Kalman filter. The algorithm iterates through the prediction (kinematic equation), measurement (pelvis position pseudo-measurements, zero-velocity update, and flat-floor assumption), and constraint update (hinged knee and ankle joints, constant leg lengths). Results: The inertial motion capture algorithm was extensively evaluated on two datasets showing its performance against two standard benchmark approaches in optical motion capture (i.e., plug-in gait (commonly used in gait analysis) and a kinematic fit (commonly used in animation, robotics, and musculoskeleton simulation)), giving insight into the similarity and differences between the said approaches used in different application areas. The overall mean body segment position (relative to mid-pelvis origin) and orientation error magnitude of our algorithm ($n=14$ participants) for free walking was $5.93 \pm 1.33$ cm and $13.43 \pm 1.89^\circ$ when using three IMUs placed on the feet and pelvis, and $6.35 \pm 1.20$ cm and $12.71 \pm 1.60^\circ$ when using only two IMUs placed on the feet. Conclusion: The algorithm was able to track the joint angles in the sagittal plane for straight walking well, but requires improvement for unscripted movements (e.g., turning around, side steps), especially for dynamic movements or when considering clinical applications. Significance: This work has brought us closer to comprehensive remote gait monitoring using IMUs on the shoes. The low computational cost also suggests that it can be used in real-time with gait assistive devices.","Sun, 21 Mar 2021 13:34:17 UTC (2,495 KB)"
"86","SMPLicit: Topology-aware Generative Model for Clothed People","Enric Corona, Albert Pumarola, Guillem Alenyà, Gerard Pons-Moll, Francesc Moreno-Noguer","Computer Vision and Pattern Recognition (cs.CV)","In this paper we introduce SMPLicit, a novel generative model to jointly represent body pose, shape and clothing geometry. In contrast to existing learning-based approaches that require training specific models for each type of garment, SMPLicit can represent in a unified manner different garment topologies (e.g. from sleeveless tops to hoodies and to open jackets), while controlling other properties like the garment size or tightness/looseness. We show our model to be applicable to a large variety of garments including T-shirts, hoodies, jackets, shorts, pants, skirts, shoes and even hair. The representation flexibility of SMPLicit builds upon an implicit model conditioned with the SMPL human body parameters and a learnable latent space which is semantically interpretable and aligned with the clothing attributes. The proposed model is fully differentiable, allowing for its use into larger end-to-end trainable systems. In the experimental section, we demonstrate SMPLicit can be readily used for fitting 3D scans and for 3D reconstruction in images of dressed people. In both cases we are able to go beyond state of the art, by retrieving complex garment geometries, handling situations with multiple clothing layers and providing a tool for easy outfit editing. To stimulate further research in this direction, we will make our code and model publicly available at this http URL.","Thu, 11 Mar 2021 18:57:03 UTC (10,050 KB)[v2] Fri, 2 Apr 2021 21:54:29 UTC (9,665 KB)"
"87","Sales Prediction Model Using Classification Decision Tree Approach For Small Medium Enterprise Based on Indonesian E-Commerce Data","Raden Johannes, Andry Alamsyah","General Economics (econ.GN)","The growth of internet users in Indonesia gives an impact on many aspects of daily life, including commerce. Indonesian small-medium enterprises took this advantage of new media to derive their activity by the meaning of online commerce. Until now, there is no known practical implementation of how to predict their sales and revenue using their historical transaction. In this paper, we build a sales prediction model on the Indonesian footwear industry using real-life data crawled on Tokopedia, one of the biggest e-commerce providers in Indonesia. Data mining is a discipline that can be used to gather information by processing the data. By using the method of classification in data mining, this research will describe patterns of the market and predict the potential of the region in the national market commodities. Our approach is based on the classification decision tree. We managed to determine predicted the number of items sold by the viewers, price, and type of shoes.","Thu, 4 Mar 2021 15:40:45 UTC (897 KB)"
"88","Robust Android Malware Detection System against Adversarial Attacks using Q-Learning","Hemant Rathore, Sanjay K. Sahay, Piyush Nikam, Mohit Sewak","Cryptography and Security (cs.CR)","The current state-of-the-art Android malware detection systems are based on machine learning and deep learning models. Despite having superior performance, these models are susceptible to adversarial attacks. Therefore in this paper, we developed eight Android malware detection models based on machine learning and deep neural network and investigated their robustness against adversarial attacks. For this purpose, we created new variants of malware using Reinforcement Learning, which will be misclassified as benign by the existing Android malware detection models. We propose two novel attack strategies, namely single policy attack and multiple policy attack using reinforcement learning for white-box and grey-box scenario respectively. Putting ourselves in the adversary's shoes, we designed adversarial attacks on the detection models with the goal of maximizing fooling rate, while making minimum modifications to the Android application and ensuring that the app's functionality and behavior do not change. We achieved an average fooling rate of 44.21% and 53.20% across all the eight detection models with a maximum of five modifications using a single policy attack and multiple policy attack, respectively. The highest fooling rate of 86.09% with five changes was attained against the decision tree-based model using the multiple policy approach. Finally, we propose an adversarial defense strategy that reduces the average fooling rate by threefold to 15.22% against a single policy attack, thereby increasing the robustness of the detection models i.e. the proposed model can effectively detect variants (metamorphic) of malware. The experimental analysis shows that our proposed Android malware detection system using reinforcement learning is more robust against adversarial attacks.","Wed, 27 Jan 2021 16:45:57 UTC (875 KB)"
"89","Cosmological constraints with the Effective Fluid approach for Modified Gravity","Wilmar Cardona, Rubén Arjona, Alejandro Estrada, Savvas Nesseris","Cosmology and Nongalactic Astrophysics (astro-ph.CO)","Cosmological constraints of Modified Gravity (MG) models are seldom carried out rigorously. First, even though general MG models evolve differently (i.e., background and perturbations) to the standard cosmological model, it is usual to assume a $\Lambda$CDM background. This treatment is not correct and in the era of precision cosmology could induce undesired biases in cosmological parameters. Second, neutrino mass is usually held fixed in the analyses which could obscure its relation to MG parameters. In a couple of previous papers we showed that by using the Effective Fluid Approach we can accurately compute observables in fairly general MG models. An appealing advantage of our approach is that it allows a pretty easy implementation of this kinds of models in Boltzmann solvers (i.e., less error--prone) while having a useful analytical description of the effective fluid to understand the underlying physics. This paper illustrates how an effective fluid approach can be used to carry out proper analyses of cosmological constraints in MG models. We investigated three MG models including the sum of neutrino masses as a varying parameter in our Markov Chain Monte Carlo analyses. Two models (i.e., Designer $f(R)$ [DES-fR] and Designer Horndeski [HDES]) have a background matching $\Lambda$CDM, while in a third model (i.e., Hu $\&$ Sawicki $f(R)$ model [HS]) the background differs from the standard model. In this way we estimate how relevant the background is when constraining MG parameters along with neutrinos' masses. We implement the models in the popular Boltzmann solver CLASS and use recent, available data (i.e., Planck 2018, CMB lensing, BAO, SNIa Pantheon compilation, $H_0$ from SHOES, and RSD Gold-18 compilation) to compute tight cosmological constraints in the MG parameters that account for deviation from the $\Lambda$CDM model. [abridged]","Wed, 9 Dec 2020 19:42:34 UTC (7,053 KB)[v2] Mon, 24 May 2021 16:15:44 UTC (7,065 KB)"
"90","Low-phase spectral reflectance and equivalent geometric albedo of meteorites powders","Pierre Beck, Bernard Schmitt, Sandra Potin, Antoine Pommerol, Olivier Brissaud","Earth and Planetary Astrophysics (astro-ph.EP)","The reflectance of a particulate surface depends on the phase angle at which it is observed. This is true for laboratory measurements on powders of natural materials as well as remote observations of Solar System surfaces. Here, we measured the dependences of reflectance spectra with phase angles, of a suite of 72 meteorites in the 400-2600 nm range. The 10-30° phase angle range is investigated in order to study the contribution of Shadow Hiding Opposition Effect to the phase behavior. The behavior is then extrapolated to phase angle of 0° using a polynomial fit, in order to provide grounds for comparison across meteorite groups (enabling to remove the contribution of shadows to reflectance) as well as to provide equivalent albedo values that should be comparable to geometric albedo values derived for small bodies. We find a general behavior of increasing strength of the SHOE with lower reflectance values (whether between samples or for a given samples with absorption features). This trend provides a first order way to correct any reflectance spectra of meteorite powders measured under standard conditions (g=30) from the contribution of shadows. The g=0 degre calculated reflectance and equivalent albedos are then compared to typical values of albedos for main-belt asteroids. This reveals that among carbonaceous chondrites only Tagish Lake group, CI, and CM chondrites have equivalent albedo compatible with C- and D-type asteroids. On the other hand equivalent albedo derived with CO, CR and CK chondrites are compatible with L- and K-type asteroids. The equivalent albedo derived for ordinary chondrites is related to petrographic types, with low-grade petrographic type (type 3.6 and less) being generally darker that higher petrographic types. This works provides a framework for further understanding of the asteroids meteorite linkage when combining with colors and spectroscopy.","Tue, 22 Sep 2020 12:36:29 UTC (699 KB)"
"91","Mobile Apps for Foot Measurement: A Scoping Review","Muhammad Ashad Kabir, Sowmen Rahman, Mohammad Mainul Islam, Sayed Ahmed, Craig Laird","Computers and Society (cs.CY)","With the proliferation of smart phone, a major growth in the use of apps related to the health category, specifically those concerned with foot health can be observed. Although new, these apps are being used practically for scanning feet with an aim to providing accurate information about various properties of the human foot. With the availability of many 'foot scanning and measuring apps' in the app stores, the need for an evaluation system for such apps can be deemed necessary as little information regarding the evidence-based quality of these apps is available. To characterize the assessment of measurement techniques and essential software quality characteristics of mobile foot measuring apps, and determine their effectiveness for potential use as commercial professional tools for foot care health professionals such as pedorthists, podiatrists, orthotists and so on, to assist in measuring foot for custom shoes, and for individuals to enhance the awareness of foot health and hygiene and prevention of foot-related problems. An electronic search across Android and iOS app stores was conducted between July 2020 and August 2020 for apps related to foot measurement. Mobile apps with stated goals of foot measurement and general foot health were identified and selected by three independent raters and discrepancies regarding the selected apps were resolved via a fourth rater. Evaluation inferences found all apps failing to meet even half of the measurement-specific criteria required for the proper manufacturing of custom-made footwear. 23% (6/26) of apps were found to utilize either external scanners or advanced algorithms to reconstruct 3D models of user foot that can possibly be used for ordering custom-made footwear and medical casts for fitting irregular foot sizes and shapes. Overall, current apps for foot measurement do not follow any specific guidelines for measurement purposes.","Wed, 9 Sep 2020 10:32:34 UTC (478 KB)"
"92","An IMM-based Decentralized Cooperative Localization with LoS and NLoS UWB Inter-agent Ranging","Jianan Zhu, Solmaz S. Kia","Signal Processing (eess.SP)","This paper investigates an infra-structure free global localization of a group of communicating mobile agents (e.g., first responders or exploring robots) via an ultra-wideband (UWB) inter-agent ranging aided dead-reckoning. We propose a loosely coupled cooperative localization algorithm that acts as an augmentation atop the local dead-reckoning system of each mobile agent. This augmentation becomes active only when an agent wants to process a relative measurement it has taken. The main contribution of this paper is addressing the challenges in the proper processing of the UWB range measurements in the framework of a loosely coupled cooperative localization. Even though UWB offers a decimeter level accuracy in line-of-sight (LoS) ranging, its accuracy degrades significantly in non-line-of-sight (NLoS) due to the significant unknown positive bias in the measurements. Thus, the measurement models for the UWB LoS and NLoS ranging conditions are different, and proper processing of NLoS measurements requires a bias compensation measure. We also show that, in practice, the measurement modal discriminators determine the type of UWB range measurements should be probabilistic. To take into account the probabilistic nature of the NLoS identifiers when processing UWB inter-agent ranging feedback, we employ an interacting multiple model (IMM) estimator in our localization filter. We also propose a bias compensation method for NLoS UWB measurements. The effectiveness of our cooperative localization is demonstrated via an experiment for a group of pedestrians who use UWB relative range measurements among themselves to improve their shoe-mounted INS geolocation.","Tue, 8 Sep 2020 06:17:12 UTC (6,061 KB)[v2] Fri, 11 Sep 2020 04:42:46 UTC (6,062 KB)[v3] Wed, 30 Dec 2020 19:26:34 UTC (6,637 KB)"
"93","SAC: Semantic Attention Composition for Text-Conditioned Image Retrieval","Surgan Jandial, Pinkesh Badjatiya, Pranit Chawla, Ayush Chopra, Mausoom Sarkar, Balaji Krishnamurthy","Computer Vision and Pattern Recognition (cs.CV)","The ability to efficiently search for images is essential for improving the user experiences across various products. Incorporating user feedback, via multi-modal inputs, to navigate visual search can help tailor retrieved results to specific user queries. We focus on the task of text-conditioned image retrieval that utilizes support text feedback alongside a reference image to retrieve images that concurrently satisfy constraints imposed by both inputs. The task is challenging since it requires learning composite image-text features by incorporating multiple cross-granular semantic edits from text feedback and then applying the same to visual features. To address this, we propose a novel framework SAC which resolves the above in two major steps: ""where to see"" (Semantic Feature Attention) and ""how to change"" (Semantic Feature Modification). We systematically show how our architecture streamlines the generation of text-aware image features by removing the need for various modules required by other state-of-art techniques. We present extensive quantitative, qualitative analysis, and ablation studies, to show that our architecture SAC outperforms existing techniques by achieving state-of-the-art performance on 3 benchmark datasets: FashionIQ, Shoes, and Birds-to-Words, while supporting natural language feedback of varying lengths.","Thu, 3 Sep 2020 06:55:23 UTC (30,249 KB)[v2] Tue, 19 Oct 2021 19:02:15 UTC (11,148 KB)"
