"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"ranev","20 January 2002","It's starts out like any good epic should with a masterfully filmed and executed exciting battle sequence that sets up the audience for one of those rare Hollywoodian confections that are both entertaining and artsy. Unfortunately, it all goes downhill from there. It isn't the performers faults since every single one of them give amazing, emotional, even, at times, riveting performances (the kinds you should find in better movies) and who give the whole picture more class than it deserves. It isn't Hanz Zimmer's nor Lisa Gerrard's fault since they have composed a score that's almost (and I do mean almost) as unforgettable as the Godfather's. And it certainly isn't Ridely Scott's fault since he yet again succeeds in immersing the audience in the world he has created. No, the ones who are to blame are the people who wrote the saccharine, clichéd, soap-opery script and who, in the process, have wasted all of this incredible talent. They should be fed to the lions. It's an entertaining B-movie that could have been a classic. Just like Titanic in a way.","
            10/10
            "
"Maciste_Brother","10 January 2010","As a fan of Peplum films (or Sword & Sandal) and having enjoyed previous films from Ridley Scott, I was surprised by how disappointing GLADIATOR was.The first thing that stood out is how badly shot it was. The DP (and Scott) missed the boat on this one. The film's constant greyish tone was off putting and uninspired. It tries to give the film a realistic look but comes across as forced and in the end more fake than anything else. Because the look of the film wasn't believable, the film's other weaknesses stood out even more, like the acting. Except for Joaquin and the veteran cast, the acting was sub-par. Crowe is monotonous, almost sleepwalking through the entire epic. He can't really be blamed as his character is as one dimensional as possible. He acts like a robot, an unstoppable robot who kills everyone in sight. In one scene, Maximus enters the stadium grounds and proceeds to kill a dozen other gladiators, one after the other, in a single run. The scene is so ludicrous that the reality of the film flew out the window and couldn't get into the predictable story with Maximus reduced to a Roman version of Rambo.The monotonous look of the film also can't camouflage the obvious CGI which today looks even more cardboady than it did 9 years ago. To make things even more tedious, the entire film is a direct rip-off of Anthony Mann's THE FALL OF THE ROMAN EMPIRE, which, albeit wasn't great but at least it respected the intelligence of its audience, unlike GLADIATOR which is the fast food version of history. All of this could have been overlooked had the film been entertaining on some level but the slow pace, ponderous tone and predictable story killed all possibilities for it being entertaining. It's not a fun film at all.In the end, GLADIATOR, which won the Oscar for best picture (it must have been a really bad year), is not even remotely memorable in any way shape or form. Give me a vintage Italian Sword & Sandal flick, like THE REBEL GLADIATORS, before this inert Hollywood production.","
            10/10
            "
"martimusross","17 April 2022","GladiatorA very memorable sword and sandal movie, Russel Crowe was at his best, the music was unbelievable as were the staged spectacles.If you wanted to make a movie about Rome and the mob this delivered in spades. The two things that made this movie, the incredible score and the fabulous cinematography it was deeply memorable and rarely repeated since.Russell was at his best, brooding masculinity, the cool and statuesque beauty of Connie Nielsen and the method acting of Joaquin Phoenix was mesmeric. I really thought Oliver Reed gave one of his best ever performances.I'm giving this a 10 outta 10 meaning this is how you make a movie.","
            5/10
            "
"HabibieHakim123","25 November 2023","Scott's great Epic film Gladiator fills with some of the great revenge story ever written, with some great characters development, great story build, fascinating set, epic score, and incredible performances by all the cast, a 155 minutes roller coaster of an event, with hearts and powerful tension, amazing battle, a perfect example of a great storytelling about a rise and the fallen emperor in short amount of time, Ridley Scott surely the master of it, overall Gladiator was a fascinating piece of film, a great great achievement.Imdb didn't let us making short review anymore. So i don't know what i'm gonna wrote except this and hey this included on the required characters so while i wrote this it's actually included and there you go!","
            5/10
            "
"billesvs","6 June 2000","Give me a break....how can people be going on and on about what a wonderful flick this is when it is clearly not. Yes...the openeing battle sequences were splendid....instead of the spanking clean handsome Roman soldiers we are used to seeing in such films, we saw tired, dirty warriors fighting in the mud, slashing their way to victory in what seemed like a realistic situations...and Richard Harris was great and yada yada..BUT... NOTE....PLOT POINTS...DANGER IF YOU HAVE NOT SEEN THE MOVIE.. first of all..the pathetic digital gigantic snow flakes...none of which ever landed on anyone or anything or ever melted, and the MTV editing of the battle...so fast that you really could not see anything at all. The digital effects throughout the movie were transparently phoney....at one point they show the coliseum and birds fly by....phoney pathetic birds..and they are so proud of their birds that they reappear two more times at least. Yes...there are some fun moments in the film, but they are overshadowed by poor digital moments and a terrible story...and just to end things on a sad, sad note...if you see the movie again..PLOT POINTS..DANGER!!!..make sure you notice that when poor old Maximus is lying dead on the coliseum floor, someone has nicely put his head on a sand pillow...I guess he really does demand ""star"" treatment!","
            8/10
            "
"LeonLouisRicci","5 May 2017","The New Millennium Begins with this ""Time Machine"" Movie that was and has become one of the most Popular, Award Winning Films in Recent History.History is Tweaked by the Journey, 2,000 Years Ago, when Rome was Kicking Ass and Decadent as the Fall of the Empire was Beginning.A Central Theme in Ridley Scott's Blockbuster is Rome's Politics, Corruption and Direction for the Future. But that is Hardly the Thing that Sold this one to the ""Mob"".It's Epic Appeal, mostly done with CGI, was its Bloodletting, Hero/Saviour (the muscled up Russell Crowe), and its Simplistic Display of ""Wrestle-Mania"" Spectacle.Joaquin Phoenix is the Over the Top, Effeminate, Incestuous, Megalomaniac Villain. Connie Nielsen is His Sister with Her Young 8 Year Old Son in Tow that Phoenix uses for Blackmailing Her into Submission.Other Supporting Characters make Mild Impressions. Oliver Reed as a Slave (Gladiator) Trader, Derek Jacobi as a Senator, Djimon Hounsou as Crowe's Token Sidekick, and Richard Harris as the Aging Caesar.Overall, it is a Lazy, Hazy, Sword and Sandal Modernization that has more Pretensions than it can Sustain. Not Taken Seriously it's an Entertaining Oscar Hog that is Overrated but Worth a Watch. The CGI doesn't Hold Up all that well, but in 2000 A.D., it had some Appeal.","
            5/10
            "
"rebeljenn","28 November 2005","The only good thing that I can say about this film is that it was shot well with careful planning in costume and excellent scenery. I cannot fault the picture/cinematography at all. But, this is the only thing the film has going for it, and this alone cannot save a film.'Gladiator' was over-rated as a classic epic of its time. The story is complex and very dull in many places, and it could have been shortened. Now, I am a big fan of historical fiction films, but this one just did not do it. The story was very weak, and I could not get into it at all. The characters were also another problem. I felt that I could not relate to them. The film is not as engaging - the characters and story are weak so much that none of the great things about this film make a difference. It is too bad because I had some high expectations for this film and the genre.","
            9/10
            "
"anaconda-40658","8 June 2015","Gladiator (2000): Dir: Ridley Scott / Cast: Russell Crowe, Joaquin Phoenix, Connie Nielsen, Richard Harris, Oliver Reed: Visually stunning depiction starring Russell Crowe as a gladiator whose life is marked by violence in an ugly fashion of sport. He is framed for murder and sentenced to death but he survives only to discover that his wife and son were crucified and burned. Central plot thrusts him in gladiator games where he spends wasted time hacking up soldiers. Triumphant art direction cannot save repetitious story. Director Ridley Scott successfully creates the era but this is hardly a match for his superior films such as Alien and Blade Runner. Crowe carries the film going from honoured soldier to a fighter placed within a bloody game of survival where only his revenge drives him. Joaquin Phoenix overacts tremendously as Caesar who is basically a cardboard villain destine for death and when it happens, it lacks the intended satisfaction. Wasted appearances by Connie Nielsen and Richard Harris. Oliver Reed even appears as an old gladiator who likely wiped his ass with toilet paper that contained more than what this screenplay does. The art direction and visual elements are in top form. The film reflects the Roman Empire and violent sport to entertain the lust for violence. Unfortunately the repetition and violent exploits of the screenplay render this perhaps the most overrated film of the year. Score: 4 ½ / 10","
            9/10
            "
"radoii_87","6 February 2014","Summer blockbusters are creatures of their own, aiming to cater to and exploit our lowest desires. Ridley perfectly understands this and consciously tries to redefine them when he gets a chance. Unlike many others, he knows what he is doing and approaches the matter with care instead of force. This works only because of him.We have a movie about a spectacle, in which we and the mob are one and the same. It's cynical as it bashes the industry and us, yet hopeful with its vision for the future. The visual style is novel and somewhat counterintuitive. Typically, one would expect huge cinematic battles, filled with bloodshed, as well as a very architecturally dimensional Rome, filled with pride of its history. Here, these are handed very differently, casually placed in the background. We imagine and deduce them from the eyes of the characters - very subtle, especially for a summer blockbuster. Instead, the focus here is on emotion and tension. Tension between a ""cheap entertainment thrill"" and ""strength and honor"". Judging by how successful this was, new endeavors should learn from it, as it shows that the audience expects something more. Crowe is utilized well here. Some of his scenes with Joaquin carry and project that tension for us to feed on.4/5 - Worth a watch. We've started to demand much more after this.","
            8/10
            "
"mentalcritic","5 August 2000","Detractors claim this film is a hollow entry in the Roman gladiator genre for the most pedantic of reasons. Nothing could be further from the truth. This film is one of the greatest ever made because it has the power to move people, specifically myself. I don't mean just move me in the same way that Robocop or the Star Wars saga move me by making me see aspects of my past and how I would ideally change them. I mean that Gladiator moves me by making me look at the details of a life that was, and still is to some extent, slowly dragging me down and making me abandon life altogether, and motivating me to make a commitment in the way I deal with it.That commitment? Like Maximus, I realised that I am not ready for my life to be over until I have made something more of it. Maximus could not die until he had transcended the way in which Commodus had victimized him, and liberated Rome from Commodus' inferiority complex that masqueraded as a dictatorship. As I saw this unfold on the screen in front of me, I took the death of my fiancee and the abuse of my past and saw that the future was not set, and I could still make my life something worth living.This alone justifies Gladiator's place in the 250 best films of all time, in spite of its relatively miniscule flaws. Before I die, I want to shake Russell Crowe's hand. His performance as Maximus reduced me to a tearful wreck, and at the same time moved me to do something nothing else could move me to do: let go and move on. I will always owe Crowe and Scott a huge debt for this film, which means more to me than any film I have seen before (more than five thousand, so don't bother arguing with me about it) or probably will in the future.","
            8/10
            "
"nicholls905-280-546911","20 April 2019","A great film and easily one of the better his ancient history films. Ridley Scott created a new wave for this genre and rightly so. Russell Crowe is incredible in the lead and provides one of great central performances. The film didn't deserve to be this great, but the filmmaking of Scott and the grand cast create one of the better films of the genre.","
            8/10
            "
"bigverybadtom","12 September 2023","As I mentioned numerous times, movies rarely try to depict accurate history. But if you want a movie that entertains you and even grips you, this works very well.The current emperor is ready to leave the throne, but instead of his son Commodus, whom he finds unfit for becoming the new emperor, he has a victorious general Maximus in mind to become regent. Needless to say, Commodus is not pleased with this, and is further displeased when Maximus refuses to swear loyalty to him.Russel Crowe is great as the heroic Maximus, but Joaquin Phoenix is even better as the villainous Commodus, the cruel, effeminate, childish, treacherous, and perverted villain who Maximus, despite being reduced to having become a gladiator, continuously frustrates Commodus's various nefarious plans, always coming out on top and being cheered by the Roman public, and you cheer as well each time Commodus is thwarted again and again. Never has a movie provided a villain you so dearly love to see pummeled, not with graphic violence but with frustration and humiliation.","
            10/10
            "
"bbhlthph","9 June 2006","'Gladiator' received numerous awards and has attracted over 2000 largely favourable user comments on IMDb. Although my comments will not be well received by those who regard it as a great film, I believe this is an APPALLING film which should never have been released. A film can be appalling because of bad direction, bad acting, or just plain bad photography - none of these are the problem here. A film can also be appalling because it plagiarises an earlier film too closely without giving any recognition to it, because it is intellectually dishonest, because its contents are antisocial, or because its nature is such that it is highly prejudicial to the film industry as a whole - the last three of these concerns all seem to me to arise with Gladiator. Some IMDb users have expressed concerns about plagiarism - noting its very close structural similarities to 'Braveheart' (1995) and 'Tarkan' (1969), but these are not my concern. When the scenario of a new film is totally different to its predecessor it is hard to justify condemning it for plagiarism.'Gladiator' features exactly the same scenario as the 1964 film 'The Fall of the Roman Empire' which is quite an elegant work that probably deserved to be more successful than it was. But it had one fatal flaw. It was promoted as an historically accurate account of the relatively short historical period when the Roman Empire appears to have undergone a fundamental transformation from an aggressive expansionist would be world empire to a survivalist mode where its main concern became the protection of its existing boundaries. This period, well documented by Gibbon and others, occurred after the death by disease of the stoic Emperor Marcus Aurelius whilst on campaign in A.D. 180. His son Commodus, who had already been co-emperor for three years, assumed full authority at the early age of nineteen with the support of Marcus's trusted advisers, but gradually after four years rule he became increasingly cruel and capricious, showing many signs of insanity, and finally acting in such a way that he was murdered in a palace conspiracy. His successor tried to repair the damage done to the fabric of Roman society but ultimately proved too weak and was murdered in turn, leading to a long period of increasing instability. The highly respected Will Durant was listed as historical consultant for the making of this 1964 film, but his advice was clearly neglected as the film incorrectly showed Marcus rejecting his son as heir to the throne, and his son responding by murdering his father and seizing the throne. Later it showed Commodus killed in the Arena whereas he was in fact drugged and strangled in his palace. Incredibly, this totally fictitious story from the earlier film was repeated in Gladiator. To me this makes the film unacceptable for intellectual dishonesty. We are told it is just a film prepared for entertainment. Fine - BUT ONLY IF IT DOES NOT PURPORT TO BE A HISTORICAL FILM. 'The Sign of the Cross', 'Ben Hur', 'Quo Vadis' and 'Caesar and Cleopatra' were promoted as films of literary works not as historical works, and I have no problem with this. But a film has an enormous audience compared with a historical treatise and, if it is thought to be presenting real history, its inaccuracies can be very misleading. Most people who lived through the holocaust have now died and already a concerted campaign, making extensive use of the media to deny that it ever happened, is under way. If public perception of its reality is ever reduced to the status of a largely mythical event, it will severely handicap the chance of humanity learning essential lessons from history. YES, HISTORICAL ACCURACY IS OF IMPORTANCE, certainly in everything except a declared work of fiction.'Gladiator' is also appalling because much of its appeal comes from the graphic killing of one human being by another in the name of sport. The Roman Games started as athletic contests with readings of literature and dramatic presentations, followed quite early by events involving the public punishment and execution of criminals. The latter evolved into gladiatorial contests where criminals who would be useful in the all important Roman armies could redeem themselves; and much later into the staging of public atrocities which sometimes even featured women and children being killed by wild beasts or burned alive. It has taken humanity many hundreds of years to totally reject such 'entertainment' and pogroms of various types still occur in many parts of the world with alarming frequency. The first step towards establishing higher standards is the banning of public executions, but 'Gladiator' makes extensive use of computer generated images which give all the vicarious thrills of watching whilst one person kills another. It also takes a giant step along the slippery slope of virtual reality which could eventually permit viewers to 'experience' actual participation in such events. IS THIS WHAT WE REALLY WANT FROM THE CINEMA? The 1934 Hayes code which crippled the North American film industry for many years resulted from an overwhelming public demand to restrict films that overstepped the bounds of public acceptability. A third reason why 'Gladiator' is an appalling film is that it has pushed the limits of acceptability to the point where there will be demands for some new form of censorship. Today there is more and more emphasis being put on self regulation whether in government or in corporate life. If the film industry cannot face up to its need for some self regulation IT MAY LOSE ITS ARTISTIC FREEDOM AND BE RETURNED TO THE DARK AGES OF EXTERNALLY IMPOSED PRODUCTION 'CODES'.","
            7/10
            "
"JJohns","28 January 2003","May be a spoiler. Gladiator was a good movie. And no one could have played Maximus' character better than Crowe. It was the fittest and finest he'd ever looked. I loved the lines at the beginning of the film when he says, ""What we do here today echoes in eternity"" or something like that. What can I critique? Performances by everyone was great. The plot was adequate for the epic film and it showed a historical account of men being sold into slavery and turned into warriors for entertainment during the times of Roman rule. It was impressive and I'm not going to pretend like I'm some kind of movie critic. The movie kept me interested in its duration,and it had a moral message that I appreciate. The script was good. No stupid lines or cliched ones. The cinematography was great. Did you see that lion scene?Get a load of the beginning war scene. Scene after scene got more interesting. Now the scene stealer for the moment or the few precious moments it ran is Djimon Hounsou's character. Maximus' friend. All I have to say is he was a gorgeous sight to view especially when the slave owner slaps his ass. I wish I was that guy. Damn what a beautiful specimen of a man.","
            10/10
            "
"jace_the_film_guy","2 November 2023","""Are you not entertained?""Gladiator is a phenomenal achievement in cinema. The execution is near-flawless, with excellent storytelling, directing, acting and everything in between.The first act is full of exposition, which can get tiresome. However, once you hit the 45 minute mark, it is full steam ahead. The story of redemption is incredibly captivating and leaves a mark. Maximus is a powerful character and his foil, Commodus, is despicable. To cap it all off, the finale of this film is one of the best in modern film history.I don't think of the Roman Empire often, but when I do, it is because of Gladiator.Best Character: Maximus
Best Quote: ""My name is Maximus Decimus Meridius...""
Best Scene: Elysium
Best Piece of Score: ""Now We Are Free""Note: I love Hans Zimmer, but the Pirates of the Caribbean score is a little too close to this.","
            7/10
            "
"MLDinTN","29 May 2002","Gladiator is terrific.  It is definitely one of my top 5 films of all time. I'm sure everyone knows the plot by now. Russell Crowe is one bad a**  MF that kicks major b*tt.  Not to mention he looks so hot as he is decapitating and slashing the competition.  But what makes this movie great is the story line is heart felt and you feel for Maximus after his family is murdered. It is the ultimate tale of revenge.
Russell Crowe is a great actor. I never heard of him before Gladiator but since seeing this I have watched a bunch of other films he is in. He's pretty good in them all. He should have won the oscar for The Insider and for A Beautiful Mind rather than Gladiator though, but just because those two movies were more ""oscar-like"".
FINAL VERDICT:  A definite must see. I have this one on tape to watch it over and over again.","
            10/10
            "
"GnrlGrnt","4 August 2000","How has Ridley Scott pulled the veil over everyone's eyes?  The camera-work in the first battle scene is disorienting and intentionally blurry to avoid showing anything in detail.  The dialogue, from start to finish, is unrealistic- both on a human level and a Roman level.  If you want to incorporate historical figures into a fictionalized account, treat them as historical figures, not perversions of historical figures with the same names.  Marcus Aurelius was not a 2000 year-too-early Thomas Jefferson. Whatever Hellenistic notions of democracy the Greeks held to, the Romans repudiated until the disintegration of their empire.  I laughed awkwardly (to mask my offense and disbelief) when Aurelius lets his daughter know what an impressive ""Caesar she would have made had she been born a man.""  What utter nonsense!  Furthermore, the character of Commodus is not so much miscast as it is botched in the person of Joaquin Phoenix.  Russell Crowe acquits himself nicely in his performance as Maximus, but is his story of revenge really that sympathetic?    The computer generated Rome is impressive, but not even on a par with the Rome of Julie Taymor's recent ""Titus.""  And what is this odd, recurring cornball shot of Maximus parallel to the ground as the grass moves under him?  The production value of Gladiator is high (at times), but someone should've hired a proofreader and BS detector.","
            10/10
            "
"danielll_rs","26 May 2000","Rating: ***1/2 out of ****WARNING: SOME THINGS HERE CAN BE CONSIDERED SPOILERSI like art-house films. I really do. OK, some of them are really dull and boring, but can you complain of Almodovar's and Buñuel's pictures, or the Kielowski trilogy of colors? I can't. I also like very much films that stay in the middle- are not simply artistic or simply entertaining: ""Magnolia"" (last year's best, by the way), ""American Beauty"", ""2001"". But for every ""That Obscure Object of Desire"" there's a ""Gladiator"". Not that ""Gladiator"" is empty (it talks about honor, courage, revenge), but its aim is to entertain audiences. So what? Let's have fun with it!As every $100+ million budget movie, ""Gladiator"" is visually stunning and perfectly done and executed. The visuals are so great, vibrating and realistic that we feel we are in the ancient Rome of emperors and gladiators. After so many boring and dull films (""1492""- a joy to our eyes but empty as a hollow piece of wood- and ""G.I. Jane""- that I, personally, felt ashamed to watch), Ridley Scott comes back with all his strength. It may be a little early, but he deserves a best director nomination at next year's Oscar. The way he recreates battle scenes and fight sequences in the Coliseum is amazing, almost unbelievable. My biggest disappointment with Luc Besson's ""The Messenger"" was the way he directed the battle scenes. It was the same thing of seeing a tomato being cut in slices, with Milla Jovovich yelling in the background. In ""Gladiator"" it's just the opposite. There's a battle scene in Germania. Only one, but it's so real, bitter, the best since ""Saving Private Ryan"". Thumbs up for you, Mr. Scott! Resurrect the old Rome is not for everyone, nor resurrect the epic genre, which was dead since... I don't know, for a long time. Believe it or not, ""Gladiator"" can be put on the same level of ""Spartacus"" or ""Ben-Hur"". May the epic genre stay with us and go on like this!One of the greatest merits of ""Gladiator"" (and also where its flaws are) is its screenplay. The film has 2 hours and a half, but I didn't feel it that long. I'm not against long picture (see ""Magnolia""), but entertaining films can't be boring. Well, there are slow moments in the film here and there- and that's the only visible flaw I can see. But, taking this, the screenplay is a joy. The characters have a good development, their lines are well written and the situations are emotional and intriguing. The cast just helps to keep our interest. Joaquin Phoenix and Connie Nielsen, who I think would be real problems for me, give solid performances. He is Commodus, son of the Roman emperor Marcus Aurelius (Richard Harris), who kills the own father to get the throne. Summarizing, the villain. Phoenix is surprising and sometimes haunting. Nielsen is pretty and strong as Lucilla, Commodus' sister and object of his incestuous desire. But Russell Crowe is the big star here. He is Maximus, a general of Marcus Aurelius' troop. The emperor is old and weak, and promises him the throne. Knowing this, Commodus kills his father and orders his soldiers to kill Maximus and his family. He escapes, but his wife and son die. He becomes a slave, but starts to show his talent of fighting. He is sent to Rome as a gladiator, looking for revenge against Commodus. Everything will be solved in the final scenes, which reminded me ""Hamlet"" for some reason- and will make some people cry. But let's talk about Crowe. After terrific performances in ""L.A. Confidential"" and ""The Insider"", he can receive his second Oscar nod with justice. He builds Maximus as a brave, strong, but also heartfelt man. Thumbs up for him too!Talking about 'thumbs-up', everything in ""Gladiator"" deserves this. It's not an unforgettable masterpiece, but I won't be angry if it becomes a classic. It delivers solid entertainment and has a strong dramatic side. What else do we need?","
            10/10
            "
"saadanathan","19 June 2020","""Gladiator"" is a spectacular film by Ridley Scott, a story of a man who lost his family and seeks revenge, eager to fight the emperor of Rome who turned him into a slave. Thus making him a gladiator. This original and breathtaking story is a masterpiece for many reasons: it's script, Russell Crowe and Joaquin Phoenix give the performance of their lives. The score composed by Hans Zimmer and the action sequences in the arena. This is one of the best films happening in the times of the Roman empire and as said before, it is a masterpiece. The most memorable scene is of course when Maximus reveals himself towards Commodus and says he will have his revenge. Hands down the best scene and my favorite one.","
            5/10
            "
"C22Man","30 June 2016","Gladiator should be the type of film that I enjoy. Ridley Scott taking on something much grander than anything he had previously. A cast of fine actors led by Russell Crowe. A return to the sword-and- sandal epics of years gone by. It's a film of fine visual finesse, engaging action sequences and large themes. So why is it that Gladiator left me feeling so cold? Well it falls flat in its two most important areas, story and characters.It follows the gruff general Maximus who is named protector of Rome by Marcus Aurelius, that is until Aurelius is murdered by his own son Commodus who has Maximus exiled and his family killed. From here you can see exactly where the film is going. Maximus finds himself as a slave and is sold to a gladiator trainer named Proximo (played by the always great Oliver Reed) who wants to take him to Rome and help him fight his way to the top. This story is about as basic and clichéd as humanly possible. The hero is betrayed and fights his way back in order to get his revenge. That is effectively the main premise of the film. For such simplicity to work the film has to either add twists to the story or be incredible detailed, yet it does neither.The story also contains a weirdly handled sub-plot about Commodus trying to crush the senate who are constantly attempting to make him tackle real issues instead of hosting games. This could have been a decent side story but it's never fleshed out enough to leave an impact. Involved in basically every story thread is Commodus' sister Lucilla, who he also happens to want a child with (yes, he's that kind of kooky), and she becomes a plot device to link all of these pieces together. Joaquin Phoenix hams it up big time as Commodus and to be fair he is clearly meant to be a pantomime villain and Phoenix is probably the only person having fun in the entire film. Connie Nielsen deserves credit too for holding her own despite her incredibly underwritten character.Of course when Maximus and his gladiators get to Rome, they smash through all that stand in their way leading to the crowd turning over to Maximus' side and an inevitable confrontation with Commodus. How Russell Crowe won an Oscar for his performance is a mystery. Crowe himself is fine, but the role is as basic tough guy as it comes and anyone with a bit of muscle could have played the role as it is. Maximus is simply a poor leading character. He's just dour and dull as a rock for the entirety of the film, even before his family are killed off. What's is also notable is that the character doesn't grow. He's a bland, unsympathetic slab from the get-go who just becomes slight more revenge-fuelled as things progress. How can we empathise with this type of main character?Clearing those obstacles, I have little problems with the film on a technical level. It's Ridley Scott so you know the film with be very detailed and beautiful on a visual level and that is exactly what we get. Rome looks magnificent. Vast, majestic and full of people, whilst even the CGI is impressive and manages to blend in seamlessly. The film has an almost dirty brown, hazy look to it that actually works to its advantage. It fits the sullen mood that many of the gladiator's find themselves in. Hans Zimmer and Lisa Gerrard provide a score that feels like it's been ripped off by every action movie since it, especially the pieces where Gerrard appears to be singing in a made up language.The action scenes are a highlight. There is a grittiness to them that works for this time period. They not that well-choreographed and I thing that ways purposefully done, in order the show how many of the gladiators were fighting by using sheer aggression and desperation. Every stabbing or wounding looks and sounds painful and not in an overblown or unnatural way. The Coliseum looks fabulous and the films gets across the intimidating atmosphere of having to fight in there. I do have problems with how easily Maximus rises to the top, seeing as he's able to lead the gladiators through tough battles and defeat the only undefeated gladiators with relative ease. Then the climax eventually boils down to Maximus v Commodus and its entirely predictable and just a boring way to end.What is notable is that Gladiator didn't affect me on an emotional level at all. Even comparable epics like 'Braveheart', which shares similar issues, moved me. Gladiator left me numb. I didn't care about Maximus' plight because I was just given a shell of a character to try and get behind. I wasn't engaged in the story because it was simply a downbeat repeat of a storyline that has been done to death. I didn't even care on a basic level to see the villain get his comeuppance. All the talks of political treachery, what it means to be a gladiator and of meeting again in the afterlife just seemed like pieces to fill the film out. I can't deny that the film is a technical marvel or say that it bored me, but I can state that is built upon a story and set of characters that are wholly uninteresting.","
            1/10
            "
"TreeFiddy53","27 December 2022","I rewatched this film for a second time last night, I'm amazed at how brilliantly written and shot this was, especially for a film from 2000. To think that this came out before the LOTR films, much much before GOT/HotD, props to the filmmakers. Great graphics for a movie from > two decades ago.Hans Zimmer's music - one of the most popular OSTs, ever! Brilliant acting from everybody involved, I felt that Joaquin Phoenix missed out on the Oscar (although I have no recollection of who won the best supporting actor from 2001.)No wonder this film had 12 nominations and 5 wins, most that year by any film. God knows how many other awards it won, imdb says 60 wins out of 106 nominations, that's a pretty decent win %The ""Has anybody here served in the army?"" scene and ""Maximus chants"" have fandoms of their own.This film has now become timeless.","
            10/10
            "
"thinker1691","8 October 2008","If one is ever asked to select a film which truly measures up to action, drama and historically accuracy, "" Gladiator "" is the first on that list. Movie audiences have long awaited a film which mixes history and action in such a way that it becomes memorable. Ridley Scott has become a true artist in his conception of action films. To date, few films have become so notable as this rendition of the last years of the Emperorer Marcus Aurelius( Richard Harris) on the Rhine. In this story we have a veteran Roman General (Russell Crowe) Maximus Meridius who having won yet another victory over the Germanic tribes, wishes nothing more than to go home and tend his crops. he asks his emperor for permission to go home, but before the wish is granted, he dies and his son Commodus (Joaquin Phoenix) becomes the new ruler. Fearing the popular general is a threat to him, he orders him killed. Oliver Reed (In his last film) plays Proximo, an owner of slaves and gladiators saves him and offers him a chance for revenge. Derek Jacobi plays Gracchus who lends a splendid dignity to the film. Spencer Treat Clark is Lucius who finds the Spanish Gladiator admirable, courageous and interesting. Throughout the movies, one cannot but enjoy the settings, the costumes and the various sub-topics which make for drama at it's best. Highly recommended, this film is sure to become a Classic. ****","
            8/10
            "
"SafReviews","19 March 2021","This is a good movie based on the Roman empire era. I thought the plot was good and kept me intrigued during the long running time. I thought the action scenes were great and it was interesting to watch action without the use of guns or explosions. I like watching watching these types of movies that are based about the past and show you how people used to live. One slight negative about the movie is that it's not entirely historically accurate which is a bit disappointing as some of the characters really did exist, but it doesn't take away the fact that it is a good movie.","
            10/10
            "
"koenvanderberger","25 January 2021","""I Think You've Been Afraid All Your Life.""
Nostalgia. Researching brings you to your best memories as boy. Craving for heroism with the ultimate man: Maximus Decimus Meridius, Russel crowe and the Spaniard. Over the top, but that is what you need in this type of movie for a boy of 12. That woman though. Just to much....","
            5/10
            "
"drewnes","30 May 2021","I really wish I had seen this in theaters. Great storytelling and this is peak Russell Crowe acting (right next to Cinderella Man and A Beautiful Mind). I know the story isn't accurate to historical events, but as far as a director visually telling his story, this movie was great.","
            10/10
            "
"Wango-65681","3 October 2021","I've watched this an umpteen times. It gets better every time. Where are the movie makers nowadays?","
            10/10
            "
"quirinus","11 October 2005","Movie is technically very fine i have watched in theater twice and i like it much as lots of turks but sometime after the reason why we loved this movie became clear this was only a western look over an old Turkish movie series Tarkan... Maximus was so Turkic that he was wearing lamb fur(lamb was introduced by Huns to Europe) instead of bright armors of Romans,Like Tarkan he rides along his wolf, his family has been murdered by his foes ... you can claim that these may be inspirations of Ridley Scott from Tarkan but there are some scenes taken directly from Tarkan movies...1- Maximus fights a big German guy - Tarkan's fight against Giant Orso both are under snow.. 2- After the fight in arena, emperor orders death- neither Tarkan nor Maximus kill the victims. 3-The scene of birds over Rome 4-The appear order and camera movements in the arena at least the final is different, Maximus dies though Tarkan is immortal","
            8/10
            "
"mjw2305","21 January 2005","Maximus (Russell Crowe) is the commander of Rome's armies and preferred choice as the new Emperor of Rome, this is before Commodus (Joaquin Pheonix) murders his father Marcus Aurelius (Richard Harris) steals the throne for himself and has Maximus's family killed leaving him for dead.Set on avenging the loss of his family and his much loved and respected Emporer, Maximus fights his way to the Colosseum in hope of confronting his sworn enemy Commodus. An epic tale of power and corruption ensues and its very satisfying to witness, the fight scenes are fantastic and contain enough gore to bring realism without going overboard.Truly wonderful performances from Crowe Pheonix and Oliver Reed, bring this Ridley Scott masterpiece to life.Epic story, powerful drama, top movie 10/10","
            8/10
            "
"jimberg","13 June 2001","Firstly, Romans never referred to the Colloseum as the ""Colloseum"".  It was called the Flavian Amphitheatre.Commodus was an actual emperor who ruled from A.D. 180 to 192.  He did indeed fight in the Colloseum against gladiators, and was quite good at it because he never lost (Maybe he cheated like in the movie).His sister, Lucilla, did conspire with his wife Crispina to have him killed. They were caught and banished to an island and later killed.His mistress Marcia tried to drug him to death but failed, so they had some athlete strangle him to death.  He died on New Year's Eve A.D. 192.He was a nut case, and was quite murderous, but that's about the only things real about the movie.Other than the historical problems, the story was great.  I liked Maximus and really hated Commodus.  It was your basic struggle between good and evil.","
            10/10
            "
